"radon" "state" "log_radon" "floor" "countyname" "countyID" "fips" "uranium" "log_uranium"
21.2 "MN" 3.05400118167797 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
9.1 "MN" 2.2082744135228 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
0.9 "MN" -0.105360515657826 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.9 "MN" 1.58923520511658 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
5 "MN" 1.6094379124341 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.1 "MN" 0.0953101798043249 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
7.6 "MN" 2.02814824729229 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
5.4 "MN" 1.68639895357023 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
3.6 "MN" 1.28093384546206 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.9 "MN" 1.58923520511658 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.7 "MN" 1.54756250871601 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.4 "MN" 0.336472236621213 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
3.4 "MN" 1.22377543162212 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.2 "MN" 1.43508452528932 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2.5 "MN" 0.916290731874155 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.4 "MN" 0.336472236621213 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.4 "MN" 0.336472236621213 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.9 "MN" 0.641853886172395 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.8 "MN" 1.56861591791385 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
1.4 "MN" 0.336472236621213 1 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
3.8 "MN" 1.33500106673234 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
8.8 "MN" 2.17475172148416 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.3 "MN" 1.45861502269952 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.4 "MN" 1.48160454092422 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
4.5 "MN" 1.50407739677627 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
2.2 "MN" 0.78845736036427 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
0.5 "MN" -0.693147180559945 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
5.8 "MN" 1.75785791755237 0 "DAKOTA" 19 27037 0.976144 -0.0241451624685385
5.4 "MN" 1.68639895357023 0 "DODGE" 20 27039 1.30194 0.263855459775217
7.2 "MN" 1.97408102602201 0 "DODGE" 20 27039 1.30194 0.263855459775217
5.7 "MN" 1.7404661748405 0 "DODGE" 20 27039 1.30194 0.263855459775217
7.4 "MN" 2.00148000021012 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
4.8 "MN" 1.56861591791385 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
6.8 "MN" 1.91692261218206 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
6.4 "MN" 1.85629799036563 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
3.7 "MN" 1.30833281965018 1 "DOUGLAS" 21 27041 1.16849 0.155712316979839
5.5 "MN" 1.70474809223843 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
7.8 "MN" 2.05412373369555 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
4.4 "MN" 1.48160454092422 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
2.7 "MN" 0.993251773010283 0 "DOUGLAS" 21 27041 1.16849 0.155712316979839
3.4 "MN" 1.22377543162212 0 "FARIBAULT" 22 27043 1.34316 0.295025046707039
4.2 "MN" 1.43508452528932 0 "FARIBAULT" 22 27043 1.34316 0.295025046707039
2.3 "MN" 0.832909122935104 0 "FARIBAULT" 22 27043 1.34316 0.295025046707039
1.3 "MN" 0.262364264467491 1 "FARIBAULT" 22 27043 1.34316 0.295025046707039
5.2 "MN" 1.64865862558738 0 "FARIBAULT" 22 27043 1.34316 0.295025046707039
0.1 "MN" -2.30258509299405 0 "FARIBAULT" 22 27043 1.34316 0.295025046707039
2.5 "MN" 0.916290731874155 1 "FILLMORE" 23 27045 1.51424 0.414913662927776
3.2 "MN" 1.16315080980568 0 "FILLMORE" 23 27045 1.51424 0.414913662927776
3.2 "MN" 1.16315080980568 0 "FREEBORN" 24 27047 1.25133 0.224206985667406
9.6 "MN" 2.26176309847379 0 "FREEBORN" 24 27047 1.25133 0.224206985667406
4.2 "MN" 1.43508452528932 0 "FREEBORN" 24 27047 1.25133 0.224206985667406
9 "MN" 2.19722457733622 0 "FREEBORN" 24 27047 1.25133 0.224206985667406
6.3 "MN" 1.84054963339749 0 "FREEBORN" 24 27047 1.25133 0.224206985667406
32.6 "MN" 3.48431228837266 0 "FREEBORN" 24 27047 1.25133 0.224206985667406
13.2 "MN" 2.58021682959233 0 "FREEBORN" 24 27047 1.25133 0.224206985667406
2.2 "MN" 0.78845736036427 1 "FREEBORN" 24 27047 1.25133 0.224206985667406
5.6 "MN" 1.7227665977411 1 "FREEBORN" 24 27047 1.25133 0.224206985667406
14.3 "MN" 2.66025953726586 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
6.9 "MN" 1.93152141160321 1 "GOODHUE" 25 27049 1.21727 0.196610646424232
7.6 "MN" 2.02814824729229 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
9.8 "MN" 2.28238238567653 1 "GOODHUE" 25 27049 1.21727 0.196610646424232
2.6 "MN" 0.955511445027436 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
43.5 "MN" 3.77276093809464 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
4.9 "MN" 1.58923520511658 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
4.9 "MN" 1.58923520511658 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
3.5 "MN" 1.25276296849537 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
4.8 "MN" 1.56861591791385 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
5.6 "MN" 1.7227665977411 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
3.5 "MN" 1.25276296849537 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
3.9 "MN" 1.3609765531356 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
6.7 "MN" 1.90210752639692 0 "GOODHUE" 25 27049 1.21727 0.196610646424232
7.9 "MN" 2.06686275947298 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
3.3 "MN" 1.19392246847243 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2.1 "MN" 0.741937344729377 1 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
1.6 "MN" 0.470003629245736 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
4 "MN" 1.38629436111989 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
1.8 "MN" 0.587786664902119 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2.5 "MN" 0.916290731874155 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
11.2 "MN" 2.41591377830105 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2.6 "MN" 0.955511445027436 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
3.9 "MN" 1.3609765531356 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
7.4 "MN" 2.00148000021012 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
1.3 "MN" 0.262364264467491 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
0.9 "MN" -0.105360515657826 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
0.4 "MN" -0.916290731874155 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2.5 "MN" 0.916290731874155 1 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
6 "MN" 1.79175946922805 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2 "MN" 0.693147180559945 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
5.4 "MN" 1.68639895357023 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
3 "MN" 1.09861228866811 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2.9 "MN" 1.06471073699243 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
5.5 "MN" 1.70474809223843 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
4.1 "MN" 1.41098697371026 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
3.9 "MN" 1.3609765531356 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
14.9 "MN" 2.70136121295141 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
7.2 "MN" 1.97408102602201 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2.3 "MN" 0.832909122935104 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
2.8 "MN" 1.02961941718116 1 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
4.4 "MN" 1.48160454092422 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
1.5 "MN" 0.405465108108164 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
8.6 "MN" 2.15176220325946 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
5.6 "MN" 1.7227665977411 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
8.6 "MN" 2.15176220325946 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
3.8 "MN" 1.33500106673234 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
1.8 "MN" 0.587786664902119 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
1.9 "MN" 0.641853886172395 0 "HENNEPIN" 26 27053 0.907991 -0.09652081232424
